episode,frames,left_err_mean,left_err_max,left_soft_frames,left_hard_frames,left_contact_frames,left_max_penetration_mm,right_err_mean,right_err_max,right_soft_frames,right_hard_frames,right_contact_frames,right_max_penetration_mm
51,253,0.09436887414410122,0.675959041875098,156,72,2,0.0,0.1014258134607453,0.6962341869849173,161,95,0,0.0
52,239,0.08197987451761879,0.7204743193455161,119,52,10,0.01,0.10654899899579857,0.8417290899595539,166,74,0,0.0
53,192,0.09206821847706044,0.7163800476105062,114,53,21,0.02,0.13444282945653704,0.8583618374139806,160,100,0,0.0
54,185,0.10616119800501007,0.6910846216894997,135,67,0,0.0,0.11813281100646529,0.7676209707596711,134,72,0,0.0
55,221,0.11605549891232665,0.7055727664624838,151,86,5,0.02,0.13352609574495444,0.7599608273327446,187,104,0,0.0
56,192,0.09964354362408637,0.8777952415942596,129,52,0,0.0,0.13299471488774225,0.75920721418244,159,100,0,0.0
57,210,0.10449623152118867,0.8159009000710392,141,69,2,0.0,0.12618495196886903,0.9448102172384634,163,96,0,0.0
58,239,0.0914387729526422,0.6553164826335449,140,58,2,0.01,0.10754003058203064,0.8401518984494364,177,76,0,0.0
59,196,0.09628298251322671,0.672726268373118,135,56,0,0.0,0.1115753617597214,0.733173558183603,172,61,0,0.0
60,224,0.09433233156506586,0.584332523861174,151,58,0,0.0,0.10726748595135295,0.7929328028621987,176,92,0,0.0
61,215,0.09120205935642428,0.613200534149251,132,60,0,0.0,0.11611939515934201,0.9346998577727936,168,91,0,0.0
62,223,0.09861911775737728,0.7642486060360586,145,71,1,0.0,0.11163868789998226,0.725051596837009,166,103,0,0.0
63,201,0.09330505365249628,0.6401774114587157,124,64,0,0.0,0.12062112587619735,0.8140570530831216,156,102,0,0.0
64,203,0.0978966044678461,0.6371811490956689,134,59,4,0.04,0.11606653591417246,0.646694171743385,166,89,0,0.0
65,211,0.09870832959146562,0.8652641339046848,131,63,5,0.04,0.12184944758369735,0.7914107543251067,179,108,0,0.0
66,197,0.09690984632427432,0.7365253469155089,138,55,0,0.0,0.11757079114014088,0.8690468360700003,165,95,0,0.0
67,202,0.0952898227394289,0.5882627439959114,144,62,0,0.0,0.11393319686269913,0.6321738938363406,160,102,0,0.0
68,218,0.10543108611452869,0.6409926876971759,170,76,0,0.0,0.12230725344046585,0.7700595964865101,170,106,0,0.0
69,240,0.08903856965043085,0.6871352644628778,148,66,8,0.02,0.09709649971191789,0.7615967375865051,159,79,0,0.0
70,242,0.08270210496895997,0.7949472219761909,135,55,22,0.12,0.09989370515160285,0.7283603774033094,179,84,0,0.0
71,210,0.09649611882769997,0.6514776597827205,146,68,2,0.01,0.12412109292765316,0.8783208042974399,169,110,0,0.0
72,250,0.09435449755471158,0.6116662680892875,171,70,0,0.0,0.1083839785434208,0.933801142423948,175,108,0,0.0
73,218,0.09506367915177705,0.7460117322904443,144,65,0,0.0,0.11138054826261254,0.796707990664512,160,92,0,0.0
74,236,0.07634402215847949,0.6913087938158811,120,52,8,0.1,0.10459905190439621,0.8148898628045171,178,77,0,0.0
75,239,0.08058483679563865,0.7763299733110136,142,51,0,0.0,0.11025338881220358,0.8358883679625306,173,97,0,0.0
76,246,0.09069002413987233,0.8079661505436636,157,63,1,0.0,0.1046305518446512,0.7614828890372956,171,99,0,0.0
77,264,0.08716150163622834,0.8012171610485705,173,65,8,0.08,0.09794000594973508,0.8147038789254184,185,89,0,0.0
78,235,0.10494946351742765,0.701220534556787,187,67,0,0.0,0.11200609372901017,0.8309575533601605,169,105,0,0.0
79,262,0.09018068380363484,1.0287030491750961,159,63,0,0.0,0.1079307386893499,0.7107521996251547,188,91,0,0.0
80,235,0.09493848030708457,0.7469998246215448,166,81,0,0.0,0.10760896038776607,0.8264985712264092,170,111,0,0.0
81,228,0.08301317278741595,0.6692604554132641,119,55,0,0.0,0.11517282026609721,0.8038146584866781,164,102,0,0.0
82,249,0.08313364882663705,0.8082957198079018,148,53,0,0.0,0.10475554058473105,0.8035678392369499,193,83,0,0.0
83,213,0.093420722239218,0.8963944476466308,124,65,0,0.0,0.11845005539036532,0.9846007535630281,155,90,0,0.0
84,243,0.08971314253251832,0.7483767892868922,135,63,10,0.04,0.1180254948913415,0.6464321155767592,203,105,0,0.0
85,199,0.08976649710026373,0.8394356022935564,119,54,2,0.02,0.11754364277299294,0.8127255219907008,164,97,0,0.0
86,235,0.10368619966028224,0.8233543585037795,162,93,0,0.0,0.11301064973377557,0.7805868714536106,162,117,0,0.0
87,205,0.10035288903361006,0.9710928574392935,140,72,9,0.03,0.11869642006351316,0.7792306305090893,182,93,0,0.0
88,201,0.09654548325086403,0.9566756405338446,122,60,0,0.0,0.11563780629427926,0.8335101715494071,156,105,0,0.0
89,214,0.08939936131542257,0.5619328874363856,137,53,2,0.01,0.1180877704069838,0.8067111528737942,163,111,0,0.0
90,216,0.09320151491488846,0.7333279299671587,121,71,1,0.0,0.11533388321896276,0.7731005225443899,156,111,0,0.0
91,183,0.09302482325524324,0.7423421280552743,102,55,0,0.0,0.1272456121280619,0.8220259573537139,158,104,0,0.0
92,198,0.0891666797800622,0.8038602186069868,120,51,0,0.0,0.11378774189087985,0.87136846548794,159,91,0,0.0
93,205,0.08574234597843727,0.7196441584276988,124,55,11,0.01,0.11903038453907662,0.8422296677527115,154,91,0,0.0
94,209,0.08976561278314642,0.8416900227868321,129,57,3,0.02,0.11014374001045008,0.8103727123018498,145,82,0,0.0
95,201,0.09311249522263401,0.7240803585582221,121,54,0,0.0,0.11485952377871769,0.7543006145026906,163,83,0,0.0
96,192,0.10472388300903017,0.7200775459409448,135,65,3,0.01,0.11766008174503027,0.8598966206307485,150,92,0,0.0
97,191,0.09572899668187229,0.6801368872732699,117,62,6,0.03,0.11643048590046019,0.6211364947675062,145,94,0,0.0
98,198,0.09855826617274684,0.7500435637510553,144,66,1,0.0,0.12637043447748492,0.7103397254555144,176,114,0,0.0
99,196,0.09741305333833923,0.7045243923881406,142,52,0,0.0,0.10939936012039642,0.7624825299540088,157,83,0,0.0
100,207,0.09584050189660762,0.7978474469147019,134,60,0,0.0,0.12115645698878717,0.9931529363395417,147,100,0,0.0
101,195,0.09671227947535688,0.6314823386979385,124,64,5,0.03,0.1274192580286268,0.8103667053473518,163,96,0,0.0
102,211,0.10230309593473853,0.7441154585426804,135,77,3,0.01,0.12448276475684959,0.7548773509036748,157,101,0,0.0
103,219,0.09884778146277488,0.7217528883131037,148,84,0,0.0,0.11462180872156111,0.8027024191645323,162,92,0,0.0
104,204,0.09446796001942376,0.7960241158874655,128,68,0,0.0,0.12254400752682587,0.8518714287903624,166,102,0,0.0
105,210,0.09562717463291073,0.6069218720722356,141,65,0,0.0,0.11145669819120331,0.7874361147778857,148,92,0,0.0
106,197,0.09599306654388935,0.6710706087629299,123,51,4,0.01,0.12176893168569754,0.8341141942116277,152,100,0,0.0
107,198,0.09682317389200219,0.7317050695851868,118,65,0,0.0,0.12170162428356832,0.830441298211598,158,106,0,0.0
108,179,0.0917718556388348,0.7879104411051571,109,58,3,0.04,0.11884857524250125,0.5923751080524793,142,87,0,0.0
109,215,0.09899258393366134,0.7548311314372609,160,72,2,0.0,0.11627047771807907,0.8030077094741274,156,97,0,0.0
110,233,0.0810015309865682,0.7841240466627972,137,48,6,0.01,0.10403889716806895,0.8008808183207305,154,96,0,0.0
111,182,0.09755390804904093,0.7443302201323752,121,52,0,0.0,0.11996055227556575,0.8075031281409342,141,83,0,0.0
112,169,0.09664805418077334,0.7987708740140245,120,45,0,0.0,0.12840448815187736,0.7545783186689652,147,87,0,0.0
113,182,0.09437155418106352,0.7114616589699555,111,46,0,0.0,0.12309076889560201,0.8210052066730391,157,76,0,0.0
114,206,0.10540684126256174,0.7793742444297892,145,62,0,0.0,0.11574215104849502,0.7108667196367173,161,76,0,0.0
115,203,0.09533493279548368,0.8010884280625075,135,60,0,0.0,0.12528843418402213,0.716576704407859,163,103,0,0.0
116,209,0.09272253127657197,0.7931894364439646,140,60,4,0.01,0.10896840573380641,0.7787381846665803,159,77,0,0.0
117,199,0.10904494090559433,0.833862572838578,145,68,0,0.0,0.11248384631698549,0.793242553474154,168,92,0,0.0
118,187,0.09124093013841937,0.6443243559202818,113,58,0,0.0,0.12684457631332147,0.8123948770260638,165,105,0,0.0
119,172,0.10069368825236041,0.6901646047762229,130,53,0,0.0,0.13142102337878334,0.6297720688979762,153,100,0,0.0
120,196,0.09827034972370564,0.5973138309901236,144,62,2,0.01,0.12311969370261663,0.8133119477433581,165,96,0,0.0
121,225,0.08647936045444757,0.8053191340987396,152,58,0,0.0,0.1098186659923723,0.8438709717599384,167,108,0,0.0
122,180,0.09490968846336416,0.6794604157074651,134,55,0,0.0,0.13019337730825267,0.9060395319691609,156,101,0,0.0
123,206,0.08800670881241861,0.7675581436035491,150,53,0,0.0,0.11673625155372855,0.7509225775964694,166,92,0,0.0
124,207,0.0915122047110847,0.7253596389121079,141,57,13,0.03,0.11349120073301854,0.7484581913577739,163,85,0,0.0
125,208,0.09905865430798987,0.7610450699416998,139,69,5,0.02,0.11854412299600785,0.8220452611541098,158,108,0,0.0
126,214,0.09380650719461432,0.7881347057585621,150,53,0,0.0,0.10238048037242155,0.7913810468045038,149,82,0,0.0
127,224,0.10126435496055435,0.8020590149642115,152,73,8,0.05,0.11708900212393501,0.7099962257833166,179,93,0,0.0
128,210,0.09766527385287949,0.7617176092207436,135,76,0,0.0,0.10896160728889949,0.7051955578209618,163,88,0,0.0
129,203,0.09252825058725067,0.7267177488434613,122,64,0,0.0,0.12427540618202901,0.9411129807832906,157,113,0,0.0
130,209,0.09606631872145364,0.7158158051364296,140,59,0,0.0,0.10418379054113344,0.780430305409475,157,70,0,0.0
131,228,0.12543069153954864,0.8396308672705224,163,88,32,0.42,0.11207603824525596,0.7492486599587036,178,101,0,0.0
132,209,0.06550081803351485,0.6763751117549017,98,32,0,0.0,0.06377899320738513,0.45867793826947306,112,27,0,0.0
133,232,0.06840793545746854,0.5391259517267837,132,30,0,0.0,0.06271228188220714,0.49486405609384526,120,22,0,0.0
134,249,0.056253434961723366,0.5311305289332644,99,34,0,0.0,0.07391766462099135,0.3754732481247514,153,32,0,0.0
135,210,0.0617906060307841,0.5579744986248425,106,35,1,0.0,0.08362926046012005,0.6359331122474411,127,53,0,0.0
136,239,0.06416172857933496,0.542337318151092,132,35,0,0.0,0.0837076583493269,0.7323941660692543,147,68,0,0.0
137,189,0.05740502861209954,0.5753996474373879,96,27,2,0.0,0.07553679057405155,0.5704317017621452,138,34,0,0.0
138,207,0.060397607336121976,0.3253269442420185,88,20,0,0.0,0.08528096119909728,0.45446687134957997,143,48,0,0.0
139,218,0.0637992870880538,0.38514834785673113,115,23,0,0.0,0.07247287834133245,0.5497149660006729,146,22,0,0.0
140,203,0.06256205314871895,0.35211431323375414,110,28,0,0.0,0.07566843608509245,0.5391219664706676,121,42,0,0.0
141,209,0.06665828165153762,0.6827610621470626,120,55,0,0.0,0.06366579583869364,0.3507303244764275,116,18,0,0.0
142,235,0.0644841728790468,0.46961784046945954,111,39,0,0.0,0.08471572274950072,0.4496612592297176,162,33,0,0.0
143,195,0.06993181983527712,0.5251335520707643,116,37,0,0.0,0.08465759487084422,0.6572985334862347,124,37,0,0.0
144,214,0.0736558919343082,0.4822500407182521,140,38,0,0.0,0.07544400558408594,0.43127210565790064,144,36,0,0.0
145,242,0.05915113257838538,0.4792653922237739,114,41,0,0.0,0.08210764646033512,0.6880613163798939,151,54,0,0.0
146,253,0.06867876766559824,0.4994480585126242,131,54,3,0.03,0.07607243896259618,0.7793657739397893,138,60,0,0.0
147,223,0.06764602481145175,0.4512967214603426,114,33,0,0.0,0.07616140479171142,0.5109565217718142,137,34,0,0.0
148,219,0.057689796708024994,0.5542508862680563,102,42,0,0.0,0.07750119592817022,0.65358920562779,136,46,0,0.0
149,227,0.06240625556420799,0.587802782964147,108,34,0,0.0,0.08403142867124423,0.5843313036229891,144,48,0,0.0
150,236,0.0700060089720309,0.5313156850905927,134,37,0,0.0,0.07255736041531163,0.5475384668297368,141,24,0,0.0
151,249,0.06798127707436087,0.5367232984619628,136,57,0,0.0,0.07790988490842345,0.4286007608842349,196,44,0,0.0
152,232,0.06089903256687201,0.5190294855343603,118,48,0,0.0,0.07887315477373219,0.7894521782479935,159,42,0,0.0
153,242,0.06572942811569951,0.5623980815240204,137,56,7,0.09,0.07784701694526429,0.850113222371209,162,33,0,0.0
154,241,0.057390501730919564,0.519775652532207,110,44,0,0.0,0.07180949033570277,0.31741272269390275,143,25,0,0.0
155,222,0.06449827913208053,0.47728938218301137,131,60,0,0.0,0.07758146905041279,0.3491944353404676,144,34,0,0.0
156,227,0.06507288311122064,0.42299104567860346,123,49,0,0.0,0.07424750820174128,0.5015731986537534,134,36,0,0.0
157,269,0.0686957855010028,0.5883419816744835,175,55,0,0.0,0.0768374450036845,0.46160426948352273,165,61,0,0.0
158,203,0.07259151865172916,0.5696889017657775,114,39,0,0.0,0.07579010038044212,0.6908139239782556,115,35,0,0.0
159,213,0.06868666624139808,0.5941077752689283,116,51,1,0.0,0.07978812282668256,0.5956075056975648,167,39,0,0.0
160,211,0.06766269327934708,0.46418825477867653,117,48,0,0.0,0.0773579149181254,0.7369993512825135,123,44,0,0.0
161,238,0.0677630514537356,0.4607200253241115,120,43,0,0.0,0.0740604187513139,0.5813716267769258,145,35,0,0.0
162,218,0.06269599562779145,0.4853043120126739,113,46,0,0.0,0.09113494242985955,0.5393361330876159,184,55,0,0.0
163,196,0.08188984843047561,0.623140754608258,145,52,0,0.0,0.07536405815650725,0.5381083318689475,119,57,0,0.0
164,221,0.08034427315808118,0.6812518924536499,139,51,0,0.0,0.08875534432973839,0.3725399791726097,167,46,0,0.0
165,219,0.06925524003678578,0.6404813999162196,124,46,0,0.0,0.08340147875225563,0.35867378987565657,157,41,0,0.0
166,207,0.07432585580230945,0.5962295030100496,124,54,0,0.0,0.0784462949761077,0.4696305019791541,153,48,0,0.0
167,196,0.07654142445594382,0.6066628191346488,129,55,0,0.0,0.08397615342321581,0.4809207895607166,160,35,0,0.0
168,214,0.06636438623031383,0.5266879662031316,117,44,0,0.0,0.07651474302210562,0.36941384583699227,167,28,0,0.0
169,210,0.0671759413062751,0.6021250293996205,118,46,4,0.07,0.08575716146415038,0.5668931146237698,158,42,0,0.0
170,216,0.07023604775903008,0.5237287569104365,127,49,10,0.1,0.09445387162587571,0.9553999511653068,173,68,0,0.0
171,211,0.07346430525657723,0.6613169803794372,122,44,0,0.0,0.08231982192707715,0.8213933564699349,140,58,0,0.0
172,218,0.08239276728956,0.5820570841258443,135,60,0,0.0,0.07413303042977998,0.37587655294887395,155,33,0,0.0
173,220,0.07657340243777112,0.6251786621107605,147,46,0,0.0,0.08772824287483671,0.4651629126024827,168,46,0,0.0
174,234,0.06585365935268951,0.6406598211542136,126,51,8,0.05,0.08006026138615424,0.45618547666539055,169,37,0,0.0
175,219,0.0845240759043725,0.5743882307839868,162,69,0,0.0,0.09171211441880318,0.5051955745996795,166,53,0,0.0
176,215,0.08452893496439733,0.6103850675403018,149,65,0,0.0,0.07784397477848183,0.6112182846549612,132,59,0,0.0
177,214,0.07371626325682798,0.5709459911690056,135,53,0,0.0,0.0688789157014377,0.4952138363025096,124,30,0,0.0
178,208,0.08068697771818349,0.5461620008245125,149,56,0,0.0,0.09009755322343413,0.7158697239570666,149,48,0,0.0
179,207,0.0649599200953859,0.5843643200788627,115,52,6,0.07,0.08804005477809211,0.658198171245459,152,58,0,0.0
180,214,0.06512884418871782,0.5210986411807701,136,42,0,0.0,0.07504763022375159,0.6162992711542328,141,29,0,0.0
181,216,0.06406390294571454,0.5061833203231494,118,56,0,0.0,0.07480771094809313,0.9779511340463455,133,35,0,0.0
182,203,0.072282060013771,0.6419586418412822,119,50,0,0.0,0.07798327685311382,0.5792657671908379,136,53,0,0.0
183,209,0.06746340206334028,0.5310173791662871,128,31,0,0.0,0.0770634344723266,0.5141041152472349,150,48,0,0.0
184,212,0.07040710006365603,0.5785307641378787,121,38,0,0.0,0.07821940994683377,0.5837045145829307,133,34,0,0.0
185,205,0.08043109686930662,0.5484955925823085,136,39,0,0.0,0.0848732966609169,0.5029425054339607,152,50,0,0.0
186,195,0.07988800103589215,0.5471874676159189,141,53,0,0.0,0.07944561023581613,0.4447200707679637,145,41,0,0.0
187,212,0.08556932524776842,0.6429779641134952,132,57,0,0.0,0.09279983134218221,0.7398817368985607,159,56,0,0.0
188,225,0.06677582757292755,0.5839269722174865,122,46,10,0.09,0.07856796616029685,0.5477530272687161,152,66,0,0.0
189,211,0.07450798763127181,0.5912245259901012,148,55,0,0.0,0.07578819675435582,0.6351905734455586,150,57,0,0.0
190,219,0.06841902969815677,0.6411364947173921,115,51,0,0.0,0.07218085326521899,0.4476814291714012,132,31,0,0.0
191,225,0.07008143737073186,0.5839741692000158,123,51,0,0.0,0.07387633831401823,0.5067441011852233,156,30,0,0.0
192,228,0.08079451416053406,0.5377069541811466,143,59,0,0.0,0.08053155164344697,0.5723183016128875,174,53,0,0.0
193,227,0.08057063822429678,0.6443359981706628,158,74,4,0.05,0.06912524992696362,0.5412736226944925,146,28,0,0.0
194,227,0.08382688051148501,0.6861167941904684,152,84,0,0.0,0.06826849350775062,0.48100456254045754,141,33,0,0.0
195,226,0.06558287808460841,0.5139781187486163,126,49,0,0.0,0.07519530674384538,0.337194382607118,156,15,0,0.0
196,227,0.07968611112786576,0.6965903170609724,142,87,3,0.05,0.07348345326916776,0.47129580542064764,133,35,0,0.0
197,226,0.08345443720146857,0.6711710660430706,154,73,0,0.0,0.0710547966632289,0.4507448805420541,146,37,0,0.0
198,211,0.07031208035421423,0.6053573147073925,129,64,4,0.07,0.07178515662535301,0.362221210485489,151,26,0,0.0
199,202,0.06460501485630996,0.5574568714485046,124,41,0,0.0,0.07420374455263924,0.4703197149463445,129,36,0,0.0
200,223,0.06542235295181177,0.4742503400252046,137,48,7,0.02,0.07749987408158587,0.526693550406556,144,53,0,0.0
201,225,0.06964374201555819,0.3914313936579587,142,38,0,0.0,0.06329547731375779,0.3649557531075811,106,26,0,0.0
202,222,0.06626830268117836,0.6671290326317572,127,52,0,0.0,0.07949229604279924,0.5625319007585361,157,35,0,0.0
203,233,0.09105675691614828,0.7875922876382893,135,60,3,0.03,0.10228237071868324,0.8290125655048014,162,73,0,0.0
204,218,0.09630246525878926,0.6750719023268495,123,59,0,0.0,0.10731276186333859,0.6098527579386366,157,64,0,0.0
205,206,0.09591116604086337,0.7240789652290001,121,62,17,0.06,0.108690026246056,0.83513056598214,152,67,0,0.0
206,221,0.08915757580594828,0.7804707824374577,119,55,5,0.02,0.11044592015603945,0.6860984234969153,170,74,0,0.0
207,220,0.09312142243527867,0.7793536733065339,133,55,11,0.03,0.11229113500830185,0.710769961313916,168,68,0,0.0
208,204,0.08630600427929405,0.740944106580185,128,49,0,0.0,0.10763262734520154,0.6289457758464145,154,70,0,0.0
209,249,0.08994285519632433,0.7791376555256356,132,59,6,0.05,0.10620855768261785,0.718026294230224,186,82,0,0.0
210,225,0.08550379306692953,0.773102722245434,133,51,10,0.05,0.09559903039873222,0.8164224469512664,154,60,0,0.0
211,199,0.10669742147025557,0.8176589616987697,133,63,0,0.0,0.1164906191867273,0.8047340064984931,162,62,0,0.0
212,223,0.09115478847068854,0.8422867848613461,115,62,12,0.03,0.11063177036466444,0.8786478961706863,177,62,0,0.0
213,207,0.09212824069199158,0.8846602431862444,103,60,1,0.01,0.10738134427618322,0.7765542342126049,155,55,0,0.0
214,198,0.10161120373368127,0.7510754855897699,123,59,11,0.01,0.11702265105071374,0.9019266297794859,147,75,0,0.0
215,217,0.09469179302314551,0.9726956683200128,127,59,0,0.0,0.11051958588142229,0.894960711924047,152,77,0,0.0
216,201,0.10380606697663636,0.8831796088955152,139,63,0,0.0,0.11988524669377112,0.9299938708017707,164,72,0,0.0
217,200,0.09750190020752354,0.820011599522734,132,54,7,0.08,0.11000886809048997,0.7613964005618583,166,64,0,0.0
218,206,0.09823087018931018,0.7340580903342293,126,55,0,0.0,0.10314199373483134,0.738720701719697,138,56,0,0.0
219,186,0.09610435086703799,0.8564566670884783,132,46,0,0.0,0.11175405439768435,0.8734960383148946,155,66,0,0.0
220,179,0.09736825008751766,1.058562933793307,108,53,0,0.0,0.1152310367748559,0.7651593825557244,140,61,0,0.0
221,188,0.10262170453682694,0.6843322668540552,123,58,0,0.0,0.1199637533736983,0.8138311056021311,157,64,0,0.0
222,195,0.09483927265043963,0.714143253154137,104,51,0,0.0,0.11369382900684528,0.8510085476885051,162,60,0,0.0
223,200,0.08367943074453806,0.8355057012005446,106,43,0,0.0,0.11166031068141201,0.7454981578092197,151,65,0,0.0
224,199,0.10230819813117854,0.8786897520828967,124,63,0,0.0,0.10887592074012066,0.7390924926563852,153,70,0,0.0
225,193,0.10061721758032283,0.7266282233082787,126,61,0,0.0,0.11205850687867491,0.8159855358843411,156,70,0,0.0
226,212,0.09891654533499838,0.6594253213361493,140,62,0,0.0,0.11119421389094822,0.6502867035985522,147,67,0,0.0
227,201,0.08616239480988144,0.7308316374189358,106,46,21,0.11,0.1123066443019495,0.834558165560257,153,70,0,0.0
228,198,0.08580955070980213,0.7221083790622214,131,44,7,0.05,0.10622824980819805,0.6518981743226236,157,52,0,0.0
