episode,left_vel_viol_frames,left_freeze_jump_frames,left_max_vel_frac,right_vel_viol_frames,right_freeze_jump_frames,right_max_vel_frac,frames
465,9,0,2.3770218148272497,9,0,2.397473225051603,201
466,6,0,2.2826761912479783,11,0,1.7630102709576188,223
467,7,0,2.019979901391205,17,0,1.8077978386464522,195
468,8,0,1.9777004732443473,11,0,1.7802939282902788,194
469,4,0,1.6873249124091583,14,0,2.3432229765279016,204
470,12,0,1.7554157795855971,10,0,1.7065073266525776,198
471,10,0,2.0564724290040752,11,0,1.857286715575822,197
472,5,0,2.242786207991548,7,0,1.9559033802837673,195
473,11,0,1.8164507502471137,7,0,2.055758473524733,217
474,4,0,1.662123034767799,7,0,2.290124995660645,220
475,5,0,1.912188712141006,9,0,1.8024712374012244,204
476,8,0,1.5887393514201429,8,0,1.6229563023549893,208
477,6,0,1.8779638958979243,9,0,1.7491358672308717,207
478,5,0,1.634296289259975,9,0,2.383451525552452,197
479,12,0,3.5144270775766744,10,0,1.8842711580744673,201
480,8,0,1.4987931164993826,7,0,1.6725426811149315,185
481,8,0,2.514752121117418,6,0,1.7077754288484852,208
482,5,0,1.9599218377638912,11,0,1.7587705123048798,211
483,10,0,1.8381139542106912,9,0,1.9690227144199433,216
484,11,0,1.9162304080318242,11,0,2.627636454963866,200
485,10,0,1.6309052688686074,7,0,3.1835038864623963,212
486,8,0,1.6950675933386103,9,0,1.7133826785921025,203
487,9,0,2.08694763830307,15,0,2.9566716145877057,234
488,6,0,1.9939074771338228,14,0,1.9490577020071298,223
489,7,0,1.6809583029068416,10,0,1.934418218297512,242
490,4,0,1.715532767852375,9,0,1.8154683017457451,241
491,7,0,2.041900515442477,7,0,2.6151652937290657,224
492,4,0,1.8567954913251379,13,0,1.8665134371636363,229
493,12,0,1.9927037274598394,6,0,2.0131871351881494,226
494,4,0,1.9136216282958403,7,0,1.9568876163551892,233
495,8,0,1.7395212429414617,6,0,1.9027632127632497,257
496,11,0,1.7829770709404857,10,0,2.108612987350712,239
497,9,0,1.9439186168605074,12,0,1.7777026667408182,229
498,11,0,1.8028687929811087,7,0,2.018696783606849,205
499,8,0,1.7672789882452233,11,0,2.3339065189234054,231
